spot_id,order_id,air_date,air_time,daypart,program,length,rate,status,station
SP-102188,WO-01035,2024-02-25,15:00:00,DT,Local Hour,30,163.7,aired,KHQ-TV
SP-102189,WO-01035,2024-02-06,17:20:00,EN,Evening News at 5:30,30,425.11,aired,KHQ-TV
SP-102190,WO-01035,2024-01-13,14:29:00,DT,The Price Is Right,30,181.52,makegood,KHQ-TV
SP-102191,WO-01035,2024-02-06,07:36:00,EM,Sunrise Edition,30,211.47,aired,KHQ-TV
SP-102192,WO-01035,2024-02-25,20:58:00,PR,Sunday Night Football,15,413.91,aired,KHQ-TV
SP-102193,WO-01035,2024-02-04,17:16:00,EN,Evening News at 5,30,414.4,aired,KHQ-TV
SP-102194,WO-01035,2024-02-13,13:35:00,DT,The Price Is Right,30,189.96,aired,KHQ-TV
SP-102195,WO-01035,2024-01-17,23:31:00,LN,News Tonight,30,306.0,aired,KHQ-TV
SP-102196,WO-01035,2024-02-24,19:48:00,PA,Jeopardy!,30,430.2,aired,KHQ-TV
SP-102197,WO-01035,2024-01-01,01:56:00,LF,Nightline,30,115.46,aired,KHQ-TV
SP-102198,WO-01035,2024-01-15,22:58:00,PR,NCIS,30,828.0,aired,KHQ-TV
SP-102199,WO-01035,2024-01-18,23:03:00,LN,News Tonight,30,353.51,aired,KHQ-TV
SP-102200,WO-01035,2024-01-16,22:49:00,PR,Survivor,30,719.05,aired,KHQ-TV
SP-102201,WO-01035,2024-01-01,06:32:00,EM,NW Morning News,15,131.35,aired,KHQ-TV
SP-102202,WO-01035,2024-01-18,08:13:00,EM,Morning Report,30,210.61,aired,KHQ-TV
SP-102203,WO-01035,2024-02-14,01:47:00,LF,Nightline,15,55.09,aired,KHQ-TV
SP-102204,WO-01035,2024-01-31,14:34:00,DT,The Young and the Restless,30,164.84,aired,KHQ-TV
SP-102205,WO-01035,2024-01-19,17:53:00,EN,Evening News at 5,60,958.85,aired,KHQ-TV
SP-102206,WO-01035,2024-01-23,18:40:00,PA,Wheel of Fortune,30,416.02,aired,KHQ-TV
SP-102207,WO-01035,2024-01-24,15:54:00,DT,The Young and the Restless,30,158.61,aired,KHQ-TV
SP-102208,WO-01035,2024-01-22,13:22:00,DT,The Price Is Right,15,107.78,aired,KHQ-TV
SP-102209,WO-01035,2024-01-12,17:14:00,EN,Evening News at 5,30,425.04,aired,KHQ-TV
SP-102210,WO-01035,2024-02-04,17:29:00,EN,Evening News at 5,30,459.06,aired,KHQ-TV
SP-102211,WO-01035,2024-01-09,20:23:00,PR,Survivor,15,373.09,aired,KHQ-TV
SP-102212,WO-01035,2024-02-25,07:32:00,EM,AM Northwest,30,217.65,aired,KHQ-TV
SP-102213,WO-01035,2024-01-01,17:51:00,EN,Evening News at 6,30,436.47,aired,KHQ-TV
SP-102214,WO-01035,2024-01-08,11:19:00,DT,NW Living,30,197.76,aired,KHQ-TV
SP-102215,WO-01035,2024-01-04,18:34:00,PA,Access Hollywood,30,455.4,aired,KHQ-TV
SP-102216,WO-01035,2024-02-14,09:51:00,DT,Local Hour,15,101.78,aired,KHQ-TV
SP-102217,WO-01035,2024-02-22,12:46:00,DT,NW Living,30,193.53,aired,KHQ-TV
SP-102218,WO-01035,2024-01-29,21:09:00,PR,Sunday Night Football,30,699.02,aired,KHQ-TV
SP-102219,WO-01035,2024-01-15,10:31:00,DT,The Price Is Right,30,183.44,aired,KHQ-TV
SP-102220,WO-01035,2024-01-12,22:02:00,PR,60 Minutes,15,376.26,aired,KHQ-TV
SP-102221,WO-01035,2024-01-26,14:29:00,DT,The Young and the Restless,30,176.28,aired,KHQ-TV
SP-102222,WO-01035,2024-01-18,11:56:00,DT,NW Living,30,179.25,aired,KHQ-TV
SP-102223,WO-01035,2024-02-15,16:40:00,EF,Hot Bench,30,236.75,aired,KHQ-TV
SP-102224,WO-01035,2024-02-25,23:19:00,LN,News Tonight,30,362.01,aired,KHQ-TV
SP-102225,WO-01035,2024-01-31,18:09:00,EN,Evening News at 6,15,308.73,aired,KHQ-TV
SP-102226,WO-01035,2024-02-09,13:02:00,DT,The Young and the Restless,30,173.85,aired,KHQ-TV
SP-102227,WO-01035,2024-01-06,19:17:00,PA,Jeopardy!,15,246.25,aired,KHQ-TV
SP-102228,WO-01035,2024-02-13,17:17:00,EN,Evening News at 6,30,402.83,aired,KHQ-TV
SP-102229,WO-01035,2024-01-16,21:12:00,PR,Law & Order,30,806.17,aired,KHQ-TV
SP-102230,WO-01035,2024-01-06,00:29:00,LF,Jimmy Kimmel Live,30,124.2,aired,KHQ-TV
SP-102231,WO-01035,2024-01-23,18:58:00,PA,Entertainment Tonight,30,396.59,aired,KHQ-TV
SP-102232,WO-01035,2024-01-14,17:39:00,EN,Evening News at 5,15,277.97,aired,KHQ-TV
SP-102233,WO-01035,2024-01-23,16:15:00,EF,People's Court,15,152.3,aired,KHQ-TV
SP-102234,WO-01035,2024-01-29,01:16:00,LF,Late Show,30,121.7,aired,KHQ-TV
SP-102235,WO-01035,2024-02-05,18:23:00,EN,Evening News at 5:30,15,283.72,aired,KHQ-TV
SP-102236,WO-01035,2024-01-17,10:44:00,DT,The Price Is Right,30,173.65,aired,KHQ-TV
SP-102237,WO-01035,2024-01-10,00:20:00,LF,Nightline,30,105.09,aired,KHQ-TV
SP-102238,WO-01035,2024-01-02,00:55:00,LF,Late Show,30,106.3,preempted,KHQ-TV
SP-102239,WO-01035,2024-01-18,17:06:00,EN,Evening News at 5:30,60,906.05,aired,KHQ-TV
SP-102240,WO-01035,2024-02-22,16:41:00,EF,People's Court,30,248.85,aired,KHQ-TV
SP-102241,WO-01035,2024-01-29,21:28:00,PR,60 Minutes,30,700.56,aired,KHQ-TV
SP-102242,WO-01035,2024-01-03,23:31:00,LN,News Tonight,30,382.4,aired,KHQ-TV
SP-102243,WO-01035,2024-02-07,18:41:00,PA,Jeopardy!,30,401.18,preempted,KHQ-TV
SP-102244,WO-01035,2024-02-24,16:13:00,EF,Judge Judy,30,245.49,aired,KHQ-TV
SP-102245,WO-01035,2024-02-11,16:20:00,EF,People's Court,15,144.95,aired,KHQ-TV
SP-102246,WO-01035,2024-02-18,16:06:00,EF,Hot Bench,30,261.23,aired,KHQ-TV
SP-102247,WO-01035,2024-02-11,11:38:00,DT,NW Living,15,119.23,aired,KHQ-TV
SP-102248,WO-01035,2024-01-18,20:44:00,PR,The Voice,30,612.0,aired,KHQ-TV
SP-102249,WO-01035,2024-01-21,07:34:00,EM,Morning Report,30,221.68,aired,KHQ-TV
SP-102250,WO-01035,2024-01-17,17:45:00,EN,Evening News at 5,15,269.18,aired,KHQ-TV
SP-102251,WO-01035,2024-01-25,23:29:00,LN,Late News at 11,30,389.32,aired,KHQ-TV
SP-102252,WO-01035,2024-02-15,18:21:00,EN,Evening News at 5:30,30,492.56,aired,KHQ-TV
SP-102253,WO-01035,2024-02-20,16:21:00,EF,Hot Bench,30,240.07,aired,KHQ-TV
SP-102254,WO-01035,2024-01-10,01:28:00,LF,Late Show,30,115.88,aired,KHQ-TV
SP-102255,WO-01035,2024-01-27,13:50:00,DT,Let's Make a Deal,30,192.92,aired,KHQ-TV
SP-102256,WO-01035,2024-01-29,23:31:00,LN,News Tonight,30,365.91,aired,KHQ-TV
SP-102257,WO-01035,2024-02-19,07:15:00,EM,AM Northwest,30,221.21,aired,KHQ-TV
SP-102258,WO-01035,2024-01-27,17:34:00,EN,Evening News at 5:30,30,474.46,aired,KHQ-TV
SP-102259,WO-01035,2024-01-19,20:13:00,PR,The Voice,30,713.76,makegood,KHQ-TV
SP-102260,WO-01035,2024-01-06,18:24:00,EN,Evening News at 6,30,433.76,aired,KHQ-TV
SP-102261,WO-01035,2024-01-21,19:04:00,PA,Entertainment Tonight,30,336.6,aired,KHQ-TV
SP-102262,WO-01035,2024-02-22,15:59:00,DT,The Price Is Right,30,171.52,aired,KHQ-TV
SP-102263,WO-01035,2024-01-19,18:30:00,PA,Access Hollywood,15,238.3,aired,KHQ-TV
SP-102264,WO-01035,2024-02-07,15:58:00,DT,The Price Is Right,30,181.64,aired,KHQ-TV
SP-102265,WO-01035,2024-01-19,20:34:00,PR,The Voice,30,676.09,aired,KHQ-TV
SP-102266,WO-01035,2024-01-03,19:22:00,PA,Jeopardy!,30,393.09,aired,KHQ-TV
SP-102267,WO-01038,2024-02-20,16:44:00,EF,Inside Edition,15,123.04,aired,KULR-TV
SP-102268,WO-01038,2024-02-21,22:20:00,PR,FBI,30,534.79,aired,KULR-TV
SP-102269,WO-01038,2024-03-05,23:14:00,LN,News Tonight,30,278.24,aired,KULR-TV
SP-102270,WO-01038,2024-03-05,21:12:00,PR,Law & Order,30,599.59,aired,KULR-TV
SP-102271,WO-01038,2024-01-27,16:11:00,EF,People's Court,30,197.17,aired,KULR-TV
SP-102272,WO-01038,2024-02-29,21:39:00,PR,Survivor,30,566.34,aired,KULR-TV
SP-102273,WO-01038,2024-03-11,15:28:00,DT,Let's Make a Deal,30,151.18,aired,KULR-TV
SP-102274,WO-01038,2024-03-23,07:47:00,EM,AM Northwest,15,105.14,aired,KULR-TV
SP-102275,WO-01038,2024-02-16,20:40:00,PR,Chicago Fire,30,621.0,aired,KULR-TV
SP-102276,WO-01038,2024-02-09,23:17:00,LN,Late News at 11,30,283.77,aired,KULR-TV
SP-102277,WO-01038,2024-02-17,08:34:00,EM,AM Northwest,30,151.71,aired,KULR-TV
SP-102278,WO-01038,2024-02-13,23:55:00,LF,Late Show,30,76.13,aired,KULR-TV
SP-102279,WO-01038,2024-02-14,18:24:00,EN,Evening News at 5:30,30,304.44,aired,KULR-TV
SP-102280,WO-01038,2024-01-27,00:24:00,LF,Jimmy Kimmel Live,60,164.14,aired,KULR-TV
SP-102281,WO-01038,2024-01-19,22:09:00,PR,Survivor,30,464.05,aired,KULR-TV
SP-102282,WO-01038,2024-01-23,01:38:00,LF,Jimmy Kimmel Live,30,85.56,aired,KULR-TV
SP-102283,WO-01038,2024-01-04,23:27:00,LN,Late News at 11,30,265.68,aired,KULR-TV
SP-102284,WO-01038,2024-03-24,01:28:00,LF,Nightline,15,47.83,aired,KULR-TV
SP-102285,WO-01038,2024-01-27,22:43:00,PR,NCIS,30,553.16,aired,KULR-TV
SP-102286,WO-01038,2024-03-08,13:46:00,DT,Local Hour,15,76.93,aired,KULR-TV
SP-102287,WO-01038,2024-02-16,17:56:00,EN,Evening News at 5:30,15,228.73,aired,KULR-TV
SP-102288,WO-01038,2024-02-03,22:43:00,PR,NCIS,15,303.0,aired,KULR-TV
SP-102289,WO-01038,2024-01-21,14:51:00,DT,Local Hour,30,155.25,aired,KULR-TV
SP-102290,WO-01038,2024-01-21,00:18:00,LF,Late Show,30,77.53,aired,KULR-TV
SP-102291,WO-01038,2024-02-11,09:33:00,DT,The Young and the Restless,30,120.85,aired,KULR-TV
SP-102292,WO-01038,2024-01-30,23:05:00,LN,News Tonight,30,258.15,aired,KULR-TV
SP-102293,WO-01038,2024-03-14,18:06:00,EN,Evening News at 5:30,15,191.57,aired,KULR-TV
SP-102294,WO-01038,2024-03-06,23:16:00,LN,News Tonight,60,489.97,aired,KULR-TV
SP-102295,WO-01038,2024-01-22,00:20:00,LF,Nightline,60,157.77,aired,KULR-TV
SP-102296,WO-01038,2024-03-24,18:27:00,EN,Evening News at 6,15,208.75,aired,KULR-TV
SP-102297,WO-01038,2024-03-16,22:16:00,PR,Chicago Fire,60,1035.78,aired,KULR-TV
SP-102298,WO-01038,2024-03-13,13:15:00,DT,The Price Is Right,30,136.86,aired,KULR-TV
SP-102299,WO-01038,2024-01-27,20:57:00,PR,Sunday Night Football,15,308.0,aired,KULR-TV
SP-102300,WO-01038,2024-01-02,23:12:00,LN,Late News at 11,30,300.24,aired,KULR-TV
SP-102301,WO-01038,2024-01-04,16:25:00,EF,People's Court,60,345.83,aired,KULR-TV
SP-102302,WO-01038,2024-03-11,06:34:00,EM,NW Morning News,60,313.33,aired,KULR-TV
SP-102303,WO-01038,2024-02-24,17:18:00,EN,Evening News at 5:30,30,331.75,aired,KULR-TV
SP-102304,WO-01038,2024-02-23,11:33:00,DT,The Price Is Right,30,126.09,aired,KULR-TV
SP-102305,WO-01038,2024-02-23,23:28:00,LN,News Tonight,30,285.63,aired,KULR-TV
SP-102306,WO-01038,2024-02-23,09:41:00,DT,Let's Make a Deal,30,129.62,aired,KULR-TV
SP-102307,WO-01038,2024-01-06,00:09:00,LF,Jimmy Kimmel Live,15,49.01,aired,KULR-TV
SP-102308,WO-01038,2024-03-27,01:32:00,LF,The Tonight Show,30,74.91,aired,KULR-TV
SP-102309,WO-01038,2024-03-29,00:53:00,LF,Late Show,30,86.2,aired,KULR-TV
SP-102310,WO-01038,2024-03-04,19:52:00,PA,Entertainment Tonight,15,198.31,aired,KULR-TV
SP-102311,WO-01038,2024-01-19,12:46:00,DT,NW Living,60,230.87,aired,KULR-TV
SP-102312,WO-01038,2024-03-31,23:07:00,LN,Late News at 11,15,174.83,aired,KULR-TV
SP-102313,WO-01038,2024-03-31,21:54:00,PR,The Voice,30,578.55,aired,KULR-TV
SP-102314,WO-01038,2024-03-08,00:04:00,LF,Nightline,30,83.51,aired,KULR-TV
SP-102315,WO-01038,2024-02-02,17:09:00,EN,Evening News at 5:30,30,314.52,aired,KULR-TV
SP-102316,WO-01038,2024-02-07,07:10:00,EM,Sunrise Edition,15,93.55,aired,KULR-TV
SP-102317,WO-01038,2024-02-12,23:54:00,LF,Late Show,30,93.15,aired,KULR-TV
SP-102318,WO-01038,2024-03-28,23:26:00,LN,News Tonight,30,264.81,aired,KULR-TV
SP-102319,WO-01038,2024-02-18,12:18:00,DT,Local Hour,30,143.68,aired,KULR-TV
SP-102320,WO-01038,2024-02-03,22:01:00,PR,Survivor,30,526.77,aired,KULR-TV
SP-102321,WO-01038,2024-03-24,08:51:00,EM,AM Northwest,30,137.7,aired,KULR-TV
SP-102322,WO-01038,2024-02-26,19:26:00,PA,Entertainment Tonight,30,306.47,aired,KULR-TV
SP-102323,WO-01038,2024-02-05,17:30:00,EN,Evening News at 5,30,347.6,aired,KULR-TV
SP-102324,WO-01038,2024-01-17,18:10:00,EN,Evening News at 6,30,311.17,aired,KULR-TV
SP-102325,WO-01038,2024-03-19,09:32:00,DT,Let's Make a Deal,30,123.8,aired,KULR-TV
SP-102326,WO-01038,2024-02-09,12:46:00,DT,The Young and the Restless,30,130.83,aired,KULR-TV
SP-102327,WO-01038,2024-03-06,17:27:00,EN,Evening News at 6,30,357.75,aired,KULR-TV
SP-102328,WO-01038,2024-02-05,13:23:00,DT,NW Living,15,87.94,aired,KULR-TV
SP-102329,WO-01038,2024-01-25,17:00:00,EN,Evening News at 5,15,214.91,aired,KULR-TV
SP-102330,WO-01038,2024-03-25,19:24:00,PA,Access Hollywood,30,318.43,aired,KULR-TV
SP-102331,WO-01038,2024-02-01,21:21:00,PR,FBI,30,550.24,aired,KULR-TV
SP-102332,WO-01038,2024-02-22,21:18:00,PR,Law & Order,15,324.05,aired,KULR-TV
SP-102333,WO-01038,2024-03-28,15:31:00,DT,Local Hour,60,241.24,aired,KULR-TV
SP-102334,WO-01038,2024-03-25,07:54:00,EM,Morning Report,30,147.39,aired,KULR-TV
SP-102335,WO-01038,2024-01-16,23:21:00,LN,News Tonight,60,427.87,aired,KULR-TV
SP-102336,WO-01038,2024-02-08,23:26:00,LN,News Tonight,30,281.6,aired,KULR-TV
SP-102337,WO-01038,2024-03-10,00:52:00,LF,Nightline,30,71.47,aired,KULR-TV
SP-102338,WO-01038,2024-03-02,01:12:00,LF,Late Show,30,79.34,aired,KULR-TV
SP-102339,WO-01038,2024-03-29,20:39:00,PR,FBI,30,543.41,aired,KULR-TV
SP-102340,WO-01038,2024-03-05,23:09:00,LN,Late News at 11,30,272.11,aired,KULR-TV
SP-102341,WO-01038,2024-01-21,18:23:00,EN,Evening News at 6,15,223.04,aired,KULR-TV
SP-102342,WO-01038,2024-02-04,20:42:00,PR,The Voice,30,541.01,aired,KULR-TV
SP-102343,WO-01038,2024-03-26,01:26:00,LF,Late Show,30,69.94,aired,KULR-TV
SP-102344,WO-01038,2024-03-08,21:56:00,PR,FBI,30,555.1,aired,KULR-TV
SP-102345,WO-01038,2024-03-04,17:36:00,EN,Evening News at 6,60,560.37,aired,KULR-TV
SP-102346,WO-01038,2024-01-10,17:43:00,EN,Evening News at 5,30,379.68,aired,KULR-TV
SP-102347,WO-01038,2024-03-06,13:49:00,DT,Local Hour,15,81.11,aired,KULR-TV
SP-102348,WO-01038,2024-03-11,18:13:00,EN,Evening News at 5,30,403.65,aired,KULR-TV
SP-102349,WO-01038,2024-01-24,23:07:00,LN,Late News at 11,30,270.09,aired,KULR-TV
SP-102350,WO-01038,2024-02-25,22:35:00,PR,Law & Order,15,309.51,aired,KULR-TV
SP-102351,WO-01038,2024-01-01,14:06:00,DT,The Price Is Right,15,75.67,aired,KULR-TV
SP-102352,WO-01038,2024-02-22,21:12:00,PR,The Voice,30,557.2,aired,KULR-TV
SP-102353,WO-01038,2024-03-23,17:51:00,EN,Evening News at 6,30,367.61,aired,KULR-TV
SP-102354,WO-01038,2024-02-29,19:06:00,PA,Jeopardy!,15,170.36,aired,KULR-TV
SP-102355,WO-01038,2024-02-28,17:18:00,EN,Evening News at 6,30,313.9,aired,KULR-TV
SP-102356,WO-01038,2024-01-02,19:16:00,PA,Wheel of Fortune,30,288.33,aired,KULR-TV
SP-102357,WO-01038,2024-02-22,21:21:00,PR,60 Minutes,15,310.85,aired,KULR-TV
SP-102358,WO-01038,2024-03-12,22:07:00,PR,The Voice,15,332.2,aired,KULR-TV
SP-102359,WO-01038,2024-02-01,22:01:00,PR,60 Minutes,30,513.58,aired,KULR-TV
SP-102360,WO-01038,2024-01-09,18:28:00,EN,Evening News at 6,15,207.94,aired,KULR-TV
SP-102361,WO-01038,2024-03-20,20:50:00,PR,NCIS,30,461.82,aired,KULR-TV
SP-102362,WO-01038,2024-02-13,09:21:00,DT,Local Hour,30,125.89,aired,KULR-TV
SP-102363,WO-01038,2024-03-23,18:20:00,EN,Evening News at 5:30,30,344.9,aired,KULR-TV
SP-102364,WO-01038,2024-01-07,19:27:00,PA,Entertainment Tonight,60,574.23,aired,KULR-TV
SP-102365,WO-01038,2024-01-13,21:56:00,PR,Law & Order,30,525.05,aired,KULR-TV
SP-102366,WO-01038,2024-02-25,00:30:00,LF,The Tonight Show,30,74.21,aired,KULR-TV
SP-102367,WO-01038,2024-01-28,16:18:00,EF,Hot Bench,30,196.7,aired,KULR-TV
SP-102368,WO-01038,2024-02-27,23:21:00,LN,News Tonight,15,174.2,aired,KULR-TV
SP-102369,WO-01038,2024-01-11,16:12:00,EF,People's Court,30,193.09,aired,KULR-TV
SP-102370,WO-01038,2024-03-24,18:41:00,PA,Entertainment Tonight,30,282.14,aired,KULR-TV
SP-102371,WO-01038,2024-03-15,23:27:00,LN,News Tonight,15,178.28,aired,KULR-TV
SP-102372,WO-01038,2024-03-21,20:27:00,PR,Survivor,30,542.52,aired,KULR-TV
SP-102373,WO-01038,2024-01-27,23:03:00,LN,Late News at 11,30,253.18,aired,KULR-TV
SP-102374,WO-01038,2024-02-08,23:27:00,LN,News Tonight,30,284.6,preempted,KULR-TV
SP-102375,WO-01038,2024-02-09,14:52:00,DT,The Young and the Restless,30,133.01,aired,KULR-TV
SP-102376,WO-01038,2024-03-25,01:15:00,LF,Jimmy Kimmel Live,15,42.64,aired,KULR-TV
SP-102377,WO-01038,2024-01-03,01:11:00,LF,The Tonight Show,30,82.64,aired,KULR-TV
SP-102378,WO-01038,2024-03-30,17:52:00,EN,Evening News at 5,30,390.14,aired,KULR-TV
SP-102379,WO-01038,2024-01-13,06:40:00,EM,AM Northwest,30,178.72,aired,KULR-TV
SP-102380,WO-01038,2024-01-26,16:51:00,EF,People's Court,30,200.91,aired,KULR-TV
SP-102381,WO-01038,2024-02-12,23:27:00,LN,Late News at 11,30,250.62,aired,KULR-TV
SP-102382,WO-01038,2024-02-28,23:53:00,LF,Late Show,60,163.7,aired,KULR-TV
SP-102383,WO-01038,2024-01-23,23:32:00,LN,News Tonight,30,279.82,aired,KULR-TV
SP-102384,WO-01038,2024-01-26,17:54:00,EN,Evening News at 5:30,15,240.83,aired,KULR-TV
SP-102385,WO-01038,2024-02-02,07:40:00,EM,AM Northwest,60,296.92,aired,KULR-TV
SP-102386,WO-01038,2024-01-21,18:53:00,PA,Entertainment Tonight,15,166.45,preempted,KULR-TV
SP-102387,WO-01038,2024-01-31,17:29:00,EN,Evening News at 5:30,30,358.64,aired,KULR-TV
SP-102388,WO-01038,2024-01-05,11:19:00,DT,Let's Make a Deal,15,84.78,aired,KULR-TV
SP-102389,WO-01038,2024-01-17,07:49:00,EM,AM Northwest,30,143.46,aired,KULR-TV
SP-102390,WO-01038,2024-03-30,09:48:00,DT,The Talk,15,82.81,aired,KULR-TV
SP-102391,WO-01038,2024-03-01,12:16:00,DT,The Young and the Restless,30,142.11,aired,KULR-TV
SP-102392,WO-01038,2024-03-15,22:44:00,PR,Chicago Fire,30,621.0,aired,KULR-TV
SP-102393,WO-01038,2024-01-14,17:28:00,EN,Evening News at 5:30,15,215.05,aired,KULR-TV
SP-102394,WO-01038,2024-02-29,17:38:00,EN,Evening News at 6,30,328.62,aired,KULR-TV
SP-102395,WO-01038,2024-02-01,19:45:00,PA,Entertainment Tonight,15,182.63,aired,KULR-TV
SP-102396,WO-01038,2024-01-10,01:35:00,LF,Late Show,30,69.52,aired,KULR-TV
SP-102397,WO-01038,2024-03-20,22:58:00,PR,NCIS,30,610.14,aired,KULR-TV
SP-102398,WO-01038,2024-02-28,21:05:00,PR,FBI,15,318.92,preempted,KULR-TV
SP-102399,WO-01039,2024-02-03,06:16:00,EM,Morning Report,30,155.52,aired,KULR-TV
SP-102400,WO-01039,2024-02-02,23:12:00,LN,News Tonight,30,291.77,aired,KULR-TV
SP-102401,WO-01039,2024-02-06,11:10:00,DT,Local Hour,30,140.08,aired,KULR-TV
SP-102402,WO-01039,2024-02-07,12:43:00,DT,The Price Is Right,15,79.15,aired,KULR-TV
SP-102403,WO-01039,2024-02-14,18:18:00,EN,Evening News at 5,15,242.19,aired,KULR-TV
SP-102404,WO-01039,2024-02-10,14:11:00,DT,NW Living,30,155.25,aired,KULR-TV
SP-102405,WO-01039,2024-02-03,19:01:00,PA,Entertainment Tonight,30,292.11,aired,KULR-TV
SP-102406,WO-01039,2024-01-25,18:00:00,EN,Evening News at 6,30,298.35,aired,KULR-TV
SP-102407,WO-01039,2024-01-30,00:56:00,LF,Jimmy Kimmel Live,30,80.1,aired,KULR-TV
SP-102408,WO-01039,2024-01-29,07:38:00,EM,NW Morning News,60,303.71,aired,KULR-TV
SP-102409,WO-01039,2024-02-03,19:08:00,PA,Access Hollywood,15,164.44,aired,KULR-TV
SP-102410,WO-01039,2024-02-08,21:05:00,PR,Survivor,15,292.54,aired,KULR-TV
SP-102411,WO-01039,2024-01-28,15:30:00,DT,Local Hour,30,142.46,aired,KULR-TV
SP-102412,WO-01039,2024-02-14,21:36:00,PR,Sunday Night Football,30,621.0,aired,KULR-TV
SP-102413,WO-01039,2024-02-12,23:27:00,LN,Late News at 11,30,248.28,aired,KULR-TV
SP-102414,WO-01039,2024-02-09,20:49:00,PR,60 Minutes,15,317.7,aired,KULR-TV
SP-102415,WO-01039,2024-02-13,01:59:00,LF,The Tonight Show,15,48.43,aired,KULR-TV
SP-102416,WO-01039,2024-02-13,21:52:00,PR,Survivor,30,507.92,aired,KULR-TV
SP-102417,WO-01039,2024-02-01,17:42:00,EN,Evening News at 6,15,234.34,aired,KULR-TV
SP-102418,WO-01039,2024-01-22,01:25:00,LF,Late Show,15,47.91,aired,KULR-TV
SP-102419,WO-01039,2024-02-01,13:38:00,DT,The Price Is Right,30,125.28,aired,KULR-TV
SP-102420,WO-01039,2024-02-17,19:24:00,PA,Wheel of Fortune,30,308.87,aired,KULR-TV
SP-102421,WO-01039,2024-01-22,22:02:00,PR,NCIS,15,320.9,preempted,KULR-TV
SP-102422,WO-01039,2024-02-12,23:20:00,LN,News Tonight,30,255.44,aired,KULR-TV
SP-102423,WO-01039,2024-02-14,01:00:00,LF,The Tonight Show,30,72.15,aired,KULR-TV
SP-102424,WO-01039,2024-01-24,08:49:00,EM,NW Morning News,30,141.01,aired,KULR-TV
SP-102425,WO-01039,2024-02-06,21:42:00,PR,FBI,60,1105.62,aired,KULR-TV
SP-102426,WO-01039,2024-02-12,14:56:00,DT,Local Hour,30,150.39,aired,KULR-TV
SP-102427,WO-01039,2024-02-01,22:18:00,PR,NCIS,15,337.76,aired,KULR-TV
SP-102428,WO-01039,2024-02-06,21:11:00,PR,Chicago Fire,30,598.14,aired,KULR-TV
SP-102429,WO-01039,2024-01-22,11:43:00,DT,NW Living,30,124.96,aired,KULR-TV
SP-102430,WO-01039,2024-02-07,23:01:00,LN,News Tonight,30,303.78,aired,KULR-TV
SP-102431,WO-01039,2024-01-27,17:38:00,EN,Evening News at 5,30,395.7,aired,KULR-TV
SP-102432,WO-01039,2024-02-12,18:54:00,PA,Wheel of Fortune,15,155.83,aired,KULR-TV
SP-102433,WO-01039,2024-01-26,01:27:00,LF,The Tonight Show,30,70.39,aired,KULR-TV
SP-102434,WO-01039,2024-01-25,20:55:00,PR,NCIS,30,523.31,aired,KULR-TV
SP-102435,WO-01039,2024-02-02,19:32:00,PA,Wheel of Fortune,30,283.21,aired,KULR-TV
SP-102436,WO-01040,2024-04-26,23:11:00,LN,News Tonight,30,431.48,aired,KHQ-TV
SP-102437,WO-01040,2024-04-05,19:47:00,PA,Entertainment Tonight,30,384.2,aired,KHQ-TV
SP-102438,WO-01040,2024-04-23,17:01:00,EN,Evening News at 5,30,543.76,aired,KHQ-TV
SP-102439,WO-01040,2024-02-04,22:37:00,PR,The Voice,30,664.36,aired,KHQ-TV
SP-102440,WO-01040,2024-04-18,00:08:00,LF,Late Show,30,123.17,aired,KHQ-TV
SP-102441,WO-01040,2024-03-23,17:44:00,EN,Evening News at 5:30,30,480.65,aired,KHQ-TV
SP-102442,WO-01040,2024-03-11,06:59:00,EM,NW Morning News,30,224.87,aired,KHQ-TV
SP-102443,WO-01040,2024-02-20,22:21:00,PR,Law & Order,30,708.53,aired,KHQ-TV
SP-102444,WO-01040,2024-04-19,07:19:00,EM,Morning Report,30,266.79,aired,KHQ-TV
SP-102445,WO-01040,2024-04-27,22:16:00,PR,FBI,30,739.4,aired,KHQ-TV
SP-102446,WO-01040,2024-02-24,08:01:00,EM,NW Morning News,30,236.84,aired,KHQ-TV
SP-102447,WO-01040,2024-04-18,07:25:00,EM,Morning Report,30,222.39,aired,KHQ-TV
SP-102448,WO-01040,2024-02-01,22:12:00,PR,60 Minutes,30,728.12,aired,KHQ-TV
SP-102449,WO-01040,2024-04-13,21:13:00,PR,Survivor,15,521.73,aired,KHQ-TV
SP-102450,WO-01040,2024-03-25,18:45:00,PA,Access Hollywood,30,381.16,aired,KHQ-TV
SP-102451,WO-01040,2024-04-27,23:34:00,LN,News Tonight,15,216.54,aired,KHQ-TV
SP-102452,WO-01040,2024-03-23,23:02:00,LN,News Tonight,15,202.25,aired,KHQ-TV
SP-102453,WO-01040,2024-05-01,18:19:00,EN,Evening News at 6,30,552.79,aired,KHQ-TV
SP-102454,WO-01040,2024-03-21,01:31:00,LF,The Tonight Show,30,105.87,aired,KHQ-TV
SP-102455,WO-01040,2024-04-17,18:13:00,EN,Evening News at 6,30,481.64,preempted,KHQ-TV
SP-102456,WO-01040,2024-04-21,15:29:00,DT,The Talk,30,213.63,aired,KHQ-TV
SP-102457,WO-01040,2024-02-08,23:19:00,LN,News Tonight,15,216.27,aired,KHQ-TV
