order_id,advertiser_name,agency_name,order_date,start_date,end_date,order_total,station
WO-01255,Glacier Pharmaceuticals,Spokane Media Group,2023-12-28,2024-01-01,2024-01-28,8345.24,KXLY-TV
WO-01256,Glacier Pharmaceuticals,Spokane Media Group,2024-01-16,2024-01-23,2024-02-19,5389.54,KAPP-TV
WO-01257,Glacier Pharmaceuticals,Spokane Media Group,2024-01-24,2024-02-22,2024-03-20,7033.76,KAPP-TV
WO-01258,Glacier Pharmaceuticals,Spokane Media Group,2024-03-07,2024-03-20,2024-05-14,29972.56,KIRO-TV
WO-01259,Glacier Pharmaceuticals,Spokane Media Group,2024-04-08,2024-04-24,2024-07-23,33353.07,KHQ-TV
WO-01260,Glacier Pharmaceuticals,Spokane Media Group,2024-04-12,2024-05-09,2024-07-03,36260.12,KIRO-TV
WO-01261,Glacier Pharmaceuticals,Spokane Media Group,2024-05-08,2024-06-04,2024-07-29,30563.48,KIRO-TV
WO-01262,Glacier Pharmaceuticals,Spokane Media Group,2024-06-27,2024-07-20,2024-10-18,40356.69,KXLY-TV
WO-01263,Glacier Pharmaceuticals,Spokane Media Group,2024-08-05,2024-08-06,2024-09-30,20519.73,KXLY-TV
WO-01264,Glacier Pharmaceuticals,Spokane Media Group,2024-08-12,2024-08-22,2024-09-18,24012.1,KIRO-TV
WO-01265,Glacier Pharmaceuticals,Spokane Media Group,2024-10-04,2024-10-05,2024-11-01,28296.86,KIRO-TV
WO-01266,Glacier Pharmaceuticals,Spokane Media Group,2024-09-20,2024-10-14,2024-11-10,12970.98,KXLY-TV
WO-01267,Glacier Pharmaceuticals,Spokane Media Group,2024-10-20,2024-11-15,2025-01-09,36849.78,KREM-TV
WO-01268,Glacier Pharmaceuticals,Spokane Media Group,2024-11-25,2024-12-16,2025-02-09,22563.46,KHQ-TV
WO-01269,Glacier Pharmaceuticals,Spokane Media Group,2024-12-21,2024-12-30,2025-03-30,43238.07,KREM-TV
WO-01270,Glacier Pharmaceuticals,Spokane Media Group,2024-12-13,2024-12-30,2025-03-30,56714.34,KIRO-TV
WO-01271,Glacier Pharmaceuticals,Spokane Media Group,2025-02-21,2025-03-03,2025-03-30,4300.53,KAPP-TV
WO-01273,Timberline Foods,Northwest Ad Works,2023-12-16,2023-12-30,2024-01-26,8678.03,KREM-TV
WO-01274,Timberline Foods,Northwest Ad Works,2023-10-27,2023-10-29,2024-01-27,27705.3,KIRO-TV
WO-01276,Timberline Foods,Northwest Ad Works,2023-12-23,2024-01-13,2024-02-09,11105.88,KREM-TV
WO-01277,Timberline Foods,Northwest Ad Works,2023-12-30,2024-01-14,2024-04-13,17076.25,KREM-TV
WO-01278,Timberline Foods,Northwest Ad Works,2024-01-29,2024-01-30,2024-02-26,8117.96,KXLY-TV
WO-01279,Timberline Foods,Northwest Ad Works,2024-03-06,2024-03-11,2024-04-07,7257.28,KREM-TV
WO-01280,Timberline Foods,Northwest Ad Works,2024-02-27,2024-03-13,2024-03-19,4508.22,KIRO-TV
WO-01281,Timberline Foods,Northwest Ad Works,2024-03-20,2024-04-06,2024-05-03,10716.78,KXLY-TV
WO-01282,Timberline Foods,Northwest Ad Works,2024-04-21,2024-04-29,2024-07-28,82037.24,KIRO-TV
WO-01283,Timberline Foods,Northwest Ad Works,2024-04-13,2024-05-11,2024-07-05,19476.45,KXLY-TV
WO-01284,Timberline Foods,Northwest Ad Works,2024-05-26,2024-06-02,2024-07-27,30655.47,KIRO-TV
WO-01285,Timberline Foods,Northwest Ad Works,2024-06-24,2024-07-09,2024-08-05,11045.7,KXLY-TV
WO-01286,Timberline Foods,Northwest Ad Works,2024-07-05,2024-07-27,2024-08-02,6861.39,KIRO-TV
WO-01287,Timberline Foods,Northwest Ad Works,2024-07-13,2024-07-23,2024-09-16,20545.12,KREM-TV
WO-01288,Timberline Foods,Northwest Ad Works,2024-08-12,2024-08-13,2024-08-26,5155.86,KAPP-TV
WO-01289,Timberline Foods,Northwest Ad Works,2024-08-26,2024-08-31,2024-11-29,51880.4,KREM-TV
WO-01290,Timberline Foods,Northwest Ad Works,2024-09-24,2024-10-02,2024-10-08,5242.06,KIRO-TV
WO-01291,Timberline Foods,Northwest Ad Works,2024-10-05,2024-10-26,2024-11-22,42080.89,KIRO-TV
WO-01292,Timberline Foods,Northwest Ad Works,2024-10-11,2024-11-06,2025-02-04,35267.15,KREM-TV
WO-01293,Timberline Foods,Northwest Ad Works,2024-10-26,2024-11-22,2025-01-16,64900.65,KIRO-TV
WO-01294,Timberline Foods,Northwest Ad Works,2024-12-08,2024-12-16,2025-03-16,16462.63,KAPP-TV
WO-01295,Timberline Foods,Northwest Ad Works,2024-12-10,2025-01-09,2025-03-05,8432.06,KAPP-TV
WO-01296,Timberline Foods,Northwest Ad Works,2025-01-07,2025-01-18,2025-03-14,8602.37,KAPP-TV
WO-01297,Timberline Foods,Northwest Ad Works,2025-01-28,2025-02-14,2025-02-27,8006.81,KIRO-TV
WO-01298,Timberline Foods,Northwest Ad Works,2024-12-23,2024-12-30,2025-03-30,46314.28,KIRO-TV
WO-01299,Horizon Telecom,Spokane Media Group,2023-09-26,2023-10-16,2024-01-14,2488.91,KXLY-TV
WO-01300,Horizon Telecom,Spokane Media Group,2023-10-05,2023-10-28,2024-01-26,9817.23,KIRO-TV
WO-01301,Horizon Telecom,Spokane Media Group,2024-01-07,2024-01-12,2024-01-25,2301.91,KAPP-TV
WO-01302,Horizon Telecom,Spokane Media Group,2024-02-10,2024-02-15,2024-04-10,12636.18,KXLY-TV
WO-01303,Horizon Telecom,Spokane Media Group,2024-02-12,2024-03-07,2024-03-13,2600.35,KIRO-TV
WO-01304,Horizon Telecom,Spokane Media Group,2024-04-15,2024-04-16,2024-06-10,44496.11,KIRO-TV
WO-01305,Horizon Telecom,Spokane Media Group,2024-05-27,2024-06-14,2024-08-08,7935.13,KXLY-TV
WO-01306,Horizon Telecom,Spokane Media Group,2024-06-13,2024-07-10,2024-09-03,8793.3,KXLY-TV
WO-01307,Horizon Telecom,Spokane Media Group,2024-08-11,2024-08-16,2024-09-12,7163.93,KIRO-TV
WO-01308,Horizon Telecom,Spokane Media Group,2024-09-26,2024-09-28,2024-11-22,13398.61,KAPP-TV
WO-01309,Horizon Telecom,Spokane Media Group,2024-10-13,2024-10-24,2024-11-06,6783.53,KIRO-TV
WO-01310,Horizon Telecom,Spokane Media Group,2024-11-27,2024-11-28,2025-01-22,63540.24,KIRO-TV
WO-01311,Horizon Telecom,Spokane Media Group,2024-12-11,2025-01-06,2025-01-19,4377.75,KIRO-TV
WO-01312,Horizon Telecom,Spokane Media Group,2024-12-11,2024-12-30,2025-03-30,13858.75,KAPP-TV
WO-01313,Baker Mountain Sports,Inland Media Buyers,2023-12-25,2023-12-30,2024-03-29,11765.28,KAPP-TV
WO-01314,Baker Mountain Sports,Inland Media Buyers,2024-01-13,2024-01-14,2024-02-10,7238.41,KXLY-TV
WO-01315,Baker Mountain Sports,Inland Media Buyers,2024-02-08,2024-02-21,2024-03-19,3516.28,KAPP-TV
WO-01316,Baker Mountain Sports,Inland Media Buyers,2024-03-23,2024-04-19,2024-05-16,11654.38,KIRO-TV
WO-01317,Baker Mountain Sports,Inland Media Buyers,2024-05-21,2024-06-05,2024-06-18,13075.63,KIRO-TV
WO-01318,Baker Mountain Sports,Inland Media Buyers,2024-07-08,2024-07-14,2024-07-27,3171.52,KHQ-TV
WO-01319,Baker Mountain Sports,Inland Media Buyers,2024-08-20,2024-09-19,2024-12-18,91370.45,KIRO-TV
WO-01320,Baker Mountain Sports,Inland Media Buyers,2024-10-10,2024-10-25,2025-01-23,53108.96,KIRO-TV
WO-01321,Baker Mountain Sports,Inland Media Buyers,2024-12-10,2024-12-30,2025-02-23,7605.0,KAPP-TV
WO-01322,Baker Mountain Sports,Inland Media Buyers,2025-01-04,2025-01-27,2025-02-23,3270.48,KXLY-TV
WO-01323,Clearwater Legal Group,Cascade Media Partners,2023-11-27,2023-12-13,2024-03-12,14793.13,KREM-TV
WO-01325,Clearwater Legal Group,Cascade Media Partners,2023-12-02,2024-01-01,2024-03-31,6956.9,KAPP-TV
WO-01326,Clearwater Legal Group,Cascade Media Partners,2024-01-14,2024-02-11,2024-05-11,23811.02,KXLY-TV
WO-01327,Clearwater Legal Group,Cascade Media Partners,2024-03-05,2024-03-15,2024-06-13,24873.77,KXLY-TV
WO-01328,Clearwater Legal Group,Cascade Media Partners,2024-04-05,2024-04-17,2024-06-11,7015.64,KHQ-TV
WO-01329,Clearwater Legal Group,Cascade Media Partners,2024-04-23,2024-05-22,2024-06-18,6010.34,KHQ-TV
WO-01330,Clearwater Legal Group,Cascade Media Partners,2024-06-04,2024-06-15,2024-06-21,2462.51,KXLY-TV
WO-01331,Clearwater Legal Group,Cascade Media Partners,2024-08-02,2024-08-06,2024-09-02,5638.47,KXLY-TV
WO-01332,Clearwater Legal Group,Cascade Media Partners,2024-09-05,2024-09-07,2024-10-04,3317.43,KAPP-TV
WO-01333,Clearwater Legal Group,Cascade Media Partners,2024-10-06,2024-10-14,2024-11-10,8225.77,KREM-TV
WO-01334,Clearwater Legal Group,Cascade Media Partners,2024-10-31,2024-11-18,2025-01-12,10674.11,KAPP-TV
WO-01335,Clearwater Legal Group,Cascade Media Partners,2024-12-08,2024-12-15,2025-03-15,14098.47,KXLY-TV
WO-01336,Clearwater Legal Group,Cascade Media Partners,2025-01-19,2025-01-21,2025-03-17,7504.99,KAPP-TV
WO-01337,Clearwater Legal Group,Cascade Media Partners,2025-02-01,2025-02-03,2025-03-30,16241.73,KXLY-TV
WO-01339,Alpine Dental Network,Spokane Media Group,2023-12-30,2024-01-09,2024-02-05,16041.8,KIRO-TV
WO-01340,Alpine Dental Network,Spokane Media Group,2024-01-16,2024-02-15,2024-05-15,14873.67,KHQ-TV
WO-01341,Alpine Dental Network,Spokane Media Group,2024-04-18,2024-05-06,2024-06-02,7625.38,KHQ-TV
WO-01342,Alpine Dental Network,Spokane Media Group,2024-06-22,2024-07-02,2024-07-08,3387.01,KIRO-TV
WO-01343,Alpine Dental Network,Spokane Media Group,2024-07-09,2024-08-03,2024-08-30,3540.7,KXLY-TV
WO-01344,Alpine Dental Network,Spokane Media Group,2024-09-21,2024-10-08,2025-01-06,22525.33,KXLY-TV
WO-01345,Alpine Dental Network,Spokane Media Group,2024-11-16,2024-11-30,2024-12-06,3342.44,KIRO-TV
WO-01346,Alpine Dental Network,Spokane Media Group,2025-01-11,2025-01-29,2025-02-11,1283.77,KHQ-TV
WO-01349,Mike's Plumbing & HVAC,Cascade Media Partners,2024-01-04,2024-01-08,2024-01-21,1875.83,KHQ-TV
WO-01350,Mike's Plumbing & HVAC,Cascade Media Partners,2024-01-29,2024-02-17,2024-03-01,1975.46,KXLY-TV
WO-01351,Mike's Plumbing & HVAC,Cascade Media Partners,2024-02-18,2024-03-03,2024-03-16,3322.79,KXLY-TV
WO-01352,Mike's Plumbing & HVAC,Cascade Media Partners,2024-04-24,2024-04-29,2024-07-28,14538.81,KXLY-TV
WO-01353,Mike's Plumbing & HVAC,Cascade Media Partners,2024-05-27,2024-06-07,2024-09-05,20826.32,KHQ-TV
WO-01354,Mike's Plumbing & HVAC,Cascade Media Partners,2024-06-21,2024-07-01,2024-09-29,15382.08,KHQ-TV
WO-01355,Mike's Plumbing & HVAC,Cascade Media Partners,2024-07-04,2024-08-02,2024-08-29,9527.91,KXLY-TV
WO-01356,Mike's Plumbing & HVAC,Cascade Media Partners,2024-09-20,2024-09-30,2024-10-06,1010.08,KHQ-TV
WO-01357,Mike's Plumbing & HVAC,Cascade Media Partners,2024-10-13,2024-10-29,2024-12-23,10193.45,KXLY-TV
WO-01358,Mike's Plumbing & HVAC,Cascade Media Partners,2024-11-24,2024-12-05,2025-03-05,23543.73,KHQ-TV
WO-01359,Mike's Plumbing & HVAC,Cascade Media Partners,2024-12-07,2025-01-05,2025-01-18,1671.05,KXLY-TV
WO-01360,Mike's Plumbing & HVAC,Cascade Media Partners,2024-12-25,2024-12-30,2025-03-30,18400.43,KXLY-TV
WO-01362,Valley Ford,,2023-12-25,2024-01-13,2024-04-12,27278.89,KREM-TV
WO-01363,Valley Ford,,2024-02-01,2024-02-17,2024-05-17,30732.13,KIRO-TV
WO-01364,Valley Ford,,2024-03-22,2024-04-21,2024-06-15,21690.6,KREM-TV
WO-01365,Valley Ford,,2024-05-26,2024-06-07,2024-09-05,23049.96,KIRO-TV
WO-01366,Valley Ford,,2024-07-03,2024-07-31,2024-09-24,15246.42,KREM-TV
WO-01367,Valley Ford,,2024-07-30,2024-08-27,2024-10-21,25403.77,KIRO-TV
WO-01368,Valley Ford,,2024-10-16,2024-11-04,2024-12-01,30076.09,KIRO-TV
WO-01369,Valley Ford,,2024-12-03,2024-12-28,2025-02-21,32480.23,KIRO-TV
WO-01370,Valley Ford,,2025-01-26,2025-02-09,2025-02-22,9913.57,KIRO-TV
WO-01371,Cascade Eye Clinic,Cascade Media Partners,2023-12-09,2023-12-13,2024-03-12,21749.25,KIRO-TV
WO-01372,Cascade Eye Clinic,Cascade Media Partners,2023-12-21,2024-01-05,2024-04-04,11456.05,KREM-TV
WO-01373,Cascade Eye Clinic,Cascade Media Partners,2024-03-26,2024-04-05,2024-05-02,9855.42,KIRO-TV
WO-01374,Cascade Eye Clinic,Cascade Media Partners,2024-06-20,2024-06-30,2024-09-28,49097.08,KIRO-TV
WO-01375,Cascade Eye Clinic,Cascade Media Partners,2024-09-03,2024-09-18,2024-11-12,34595.97,KIRO-TV
WO-01376,Cascade Eye Clinic,Cascade Media Partners,2024-12-08,2024-12-25,2025-02-18,32118.64,KIRO-TV
WO-01377,Spokane Spine Center,,2023-11-15,2023-12-08,2024-03-07,10765.63,KXLY-TV
WO-01378,Spokane Spine Center,,2023-12-10,2024-01-02,2024-02-26,7861.49,KXLY-TV
WO-01379,Spokane Spine Center,,2024-02-28,2024-03-28,2024-05-22,26411.8,KIRO-TV
WO-01380,Spokane Spine Center,,2024-06-26,2024-07-08,2024-10-06,18847.15,KIRO-TV
WO-01381,Spokane Spine Center,,2024-08-29,2024-09-20,2024-10-17,12239.24,KIRO-TV
WO-01382,Spokane Spine Center,,2024-12-20,2024-12-30,2025-03-30,31225.51,KIRO-TV
WO-01384,Heritage Roofing,,2023-12-11,2024-01-01,2024-01-14,1958.04,KXLY-TV
WO-01385,Heritage Roofing,,2024-03-11,2024-03-21,2024-06-19,20817.36,KXLY-TV
WO-01386,Heritage Roofing,,2024-06-03,2024-06-09,2024-06-15,1087.64,KXLY-TV
WO-01387,Heritage Roofing,,2024-08-02,2024-08-25,2024-11-23,31769.96,KXLY-TV
WO-01388,Heritage Roofing,,2024-10-16,2024-10-20,2024-11-16,5735.33,KXLY-TV
WO-01389,Heritage Roofing,,2024-12-21,2024-12-30,2025-03-30,19016.77,KXLY-TV
WO-01390,Lakeside Chevrolet,,2023-11-11,2023-12-10,2024-03-09,8337.17,KXLY-TV
WO-01391,Lakeside Chevrolet,,2023-12-22,2024-01-01,2024-03-31,7666.38,KXLY-TV
WO-01392,Lakeside Chevrolet,,2024-03-08,2024-04-07,2024-06-01,19453.97,KREM-TV
WO-01393,Lakeside Chevrolet,,2024-06-19,2024-07-06,2024-08-02,3824.03,KREM-TV
WO-01394,Lakeside Chevrolet,,2024-09-09,2024-10-06,2024-10-12,1210.01,KREM-TV
WO-01395,Lakeside Chevrolet,,2024-12-22,2024-12-28,2025-01-24,4629.92,KXLY-TV
WO-01397,Pioneer Title & Escrow,,2024-01-02,2024-01-10,2024-03-05,5493.41,KXLY-TV
WO-01398,Pioneer Title & Escrow,,2024-02-22,2024-03-03,2024-06-01,13173.02,KXLY-TV
WO-01399,Pioneer Title & Escrow,,2024-03-05,2024-03-28,2024-06-26,18510.71,KXLY-TV
WO-01400,Pioneer Title & Escrow,,2024-06-04,2024-06-08,2024-07-05,2438.65,KXLY-TV
WO-01401,Pioneer Title & Escrow,,2024-07-19,2024-07-27,2024-09-20,7478.89,KXLY-TV
WO-01402,Pioneer Title & Escrow,,2024-08-24,2024-09-03,2024-10-28,9971.24,KXLY-TV
WO-01403,Pioneer Title & Escrow,,2024-10-13,2024-10-26,2024-11-22,7476.65,KXLY-TV
WO-01404,Pioneer Title & Escrow,,2024-12-19,2024-12-28,2025-02-21,7970.88,KXLY-TV
WO-01405,Pioneer Title & Escrow,,2024-12-29,2024-12-30,2025-03-30,11728.67,KXLY-TV
WO-01406,Mountain West Credit Union,,2023-11-22,2023-12-11,2024-03-10,3462.29,KAPP-TV
WO-01407,Mountain West Credit Union,,2023-12-02,2024-01-01,2024-01-14,1512.58,KAPP-TV
WO-01408,Mountain West Credit Union,,2024-04-12,2024-04-13,2024-07-12,14356.56,KAPP-TV
WO-01409,Mountain West Credit Union,,2024-07-29,2024-08-26,2024-09-22,2385.02,KAPP-TV
WO-01410,Mountain West Credit Union,,2024-10-27,2024-11-25,2025-01-19,4866.84,KAPP-TV
WO-01412,Cedar Park Veterinary,,2023-12-28,2024-01-03,2024-01-16,852.75,KAPP-TV
WO-01413,Cedar Park Veterinary,,2024-04-17,2024-04-25,2024-06-19,3392.6,KAPP-TV
WO-01414,Cedar Park Veterinary,,2024-08-04,2024-08-24,2024-10-18,6067.04,KAPP-TV
WO-01415,Cedar Park Veterinary,,2024-12-20,2024-12-21,2024-12-27,626.71,KAPP-TV
WO-01417,Inland Empire Paving,Cascade Media Partners,2023-12-14,2024-01-06,2024-02-02,1246.9,KAPP-TV
WO-01418,Inland Empire Paving,Cascade Media Partners,2024-02-15,2024-03-11,2024-04-07,6701.57,KREM-TV
WO-01419,Inland Empire Paving,Cascade Media Partners,2024-04-26,2024-05-08,2024-08-06,15270.56,KREM-TV
WO-01420,Inland Empire Paving,Cascade Media Partners,2024-06-25,2024-07-20,2024-08-16,1923.5,KREM-TV
WO-01421,Inland Empire Paving,Cascade Media Partners,2024-09-19,2024-09-28,2024-10-11,3937.66,KREM-TV
WO-01422,Inland Empire Paving,Cascade Media Partners,2024-11-30,2024-12-03,2024-12-16,5782.42,KREM-TV
WO-01423,Inland Empire Paving,Cascade Media Partners,2025-01-17,2025-01-26,2025-02-22,3037.83,KAPP-TV
WO-01425,Riverfront Dental,PB& Seattle,2023-12-30,2024-01-10,2024-04-09,10335.28,KXLY-TV
WO-01426,Riverfront Dental,PB& Seattle,2024-03-15,2024-04-10,2024-04-23,3568.3,KXLY-TV
WO-01427,Riverfront Dental,PB& Seattle,2024-08-02,2024-08-16,2024-10-10,12037.85,KXLY-TV
WO-01428,Riverfront Dental,PB& Seattle,2024-11-23,2024-12-05,2025-03-05,18110.62,KXLY-TV
WO-01429,Northwest Garage Doors,Cascade Media Partners,2023-11-21,2023-12-05,2024-03-04,12587.21,KXLY-TV
WO-01430,Northwest Garage Doors,Cascade Media Partners,2023-12-13,2024-01-01,2024-01-28,3039.13,KXLY-TV
WO-01431,Northwest Garage Doors,Cascade Media Partners,2024-03-15,2024-03-19,2024-04-01,2080.03,KXLY-TV
WO-01432,Northwest Garage Doors,Cascade Media Partners,2024-04-26,2024-05-01,2024-05-28,3348.77,KXLY-TV
WO-01433,Northwest Garage Doors,Cascade Media Partners,2024-06-19,2024-07-01,2024-07-14,1263.31,KXLY-TV
WO-01434,Northwest Garage Doors,Cascade Media Partners,2024-08-07,2024-09-06,2024-12-05,29642.88,KXLY-TV
WO-01435,Northwest Garage Doors,Cascade Media Partners,2024-11-21,2024-12-03,2025-01-27,12651.51,KXLY-TV
WO-01436,Northwest Garage Doors,Cascade Media Partners,2024-12-01,2024-12-30,2025-03-30,7617.33,KXLY-TV
WO-01437,Cascade Heating & Air,Inland Media Buyers,2023-12-06,2023-12-07,2024-01-03,129.05,KHQ-TV
WO-01438,Cascade Heating & Air,Inland Media Buyers,2023-12-07,2024-01-01,2024-02-25,5390.06,KHQ-TV
WO-01439,Cascade Heating & Air,Inland Media Buyers,2024-01-21,2024-02-06,2024-04-01,7664.26,KHQ-TV
WO-01440,Cascade Heating & Air,Inland Media Buyers,2024-03-23,2024-04-07,2024-04-13,325.1,KHQ-TV
WO-01441,Cascade Heating & Air,Inland Media Buyers,2024-05-21,2024-05-29,2024-06-25,4696.89,KHQ-TV
WO-01442,Cascade Heating & Air,Inland Media Buyers,2024-06-30,2024-07-17,2024-10-15,17503.81,KHQ-TV
WO-01443,Cascade Heating & Air,Inland Media Buyers,2024-08-29,2024-09-02,2024-12-01,20796.38,KHQ-TV
WO-01444,Cascade Heating & Air,Inland Media Buyers,2024-10-12,2024-10-29,2024-12-23,5543.39,KHQ-TV
WO-01445,Cascade Heating & Air,Inland Media Buyers,2024-11-25,2024-12-06,2025-03-06,6378.72,KHQ-TV
WO-01446,Cascade Heating & Air,Inland Media Buyers,2025-01-15,2025-02-11,2025-02-17,831.39,KHQ-TV
WO-01447,Valley Medical Center,Cascade Media Partners,2023-10-25,2023-11-01,2024-01-30,1298.64,KXLY-TV
WO-01448,Valley Medical Center,Cascade Media Partners,2023-12-22,2024-01-01,2024-02-25,2794.52,KAPP-TV
WO-01449,Valley Medical Center,Cascade Media Partners,2024-05-01,2024-05-04,2024-08-02,4079.27,KXLY-TV
WO-01450,Valley Medical Center,Cascade Media Partners,2024-07-28,2024-08-13,2024-08-19,956.32,KXLY-TV
WO-01451,Valley Medical Center,Cascade Media Partners,2024-11-15,2024-12-11,2024-12-24,1782.09,KXLY-TV
WO-01453,Hilltop Family Law,DNA Agency,2023-12-14,2024-01-10,2024-03-05,6182.67,KXLY-TV
WO-01454,Hilltop Family Law,DNA Agency,2024-07-11,2024-08-03,2024-11-01,5811.34,KXLY-TV
WO-01456,Grandview Tire & Auto,Spokane Media Group,2024-01-01,2024-01-15,2024-01-28,1106.87,KREM-TV
WO-01457,Grandview Tire & Auto,Spokane Media Group,2024-07-23,2024-08-02,2024-08-08,440.58,KREM-TV
WO-01459,Sunset Realty Group,,2023-12-17,2024-01-15,2024-02-11,1907.9,KREM-TV
WO-01460,Sunset Realty Group,,2024-05-22,2024-06-09,2024-07-06,1408.8,KAPP-TV
WO-01461,Sunset Realty Group,,2024-10-18,2024-10-25,2024-12-19,4079.73,KAPP-TV
WO-01462,Columbia Basin Ag Supply,Northwest Ad Works,2023-11-16,2023-11-28,2024-02-26,7820.24,KXLY-TV
WO-01463,Columbia Basin Ag Supply,Northwest Ad Works,2023-12-27,2024-01-08,2024-04-07,3234.65,KREM-TV
WO-01464,Columbia Basin Ag Supply,Northwest Ad Works,2024-07-15,2024-08-14,2024-09-10,935.66,KXLY-TV
WO-01466,Maple Street Jewelers,DNA Agency,2023-12-16,2024-01-01,2024-01-28,3156.05,KXLY-TV
WO-01467,Maple Street Jewelers,DNA Agency,2024-06-04,2024-06-11,2024-09-09,10680.96,KXLY-TV
WO-01468,Maple Street Jewelers,DNA Agency,2024-10-21,2024-11-06,2025-02-04,15357.23,KREM-TV
WO-01469,Yakima Valley Winery,,2023-11-01,2023-11-30,2024-02-28,11264.71,KXLY-TV
WO-01470,Yakima Valley Winery,,2023-12-16,2024-01-13,2024-01-19,56.52,KXLY-TV
WO-01471,Yakima Valley Winery,,2024-08-16,2024-08-18,2024-10-12,6438.1,KXLY-TV
WO-01473,Sunnyside RV & Marine,,2023-12-14,2024-01-01,2024-02-25,20567.21,KIRO-TV
WO-01474,Sunnyside RV & Marine,,2024-04-07,2024-05-04,2024-08-02,24285.13,KIRO-TV
WO-01475,Sunnyside RV & Marine,,2024-08-15,2024-08-17,2024-11-15,38045.4,KIRO-TV
WO-01476,Sunnyside RV & Marine,,2024-11-11,2024-12-05,2025-01-01,17242.89,KIRO-TV
WO-01477,Peak Performance Fitness,Spokane Media Group,2023-12-12,2023-12-18,2024-03-17,5752.04,KAPP-TV
WO-01478,Peak Performance Fitness,Spokane Media Group,2023-12-25,2024-01-12,2024-04-11,7661.62,KAPP-TV
WO-01479,Peak Performance Fitness,Spokane Media Group,2024-07-18,2024-08-12,2024-09-08,1439.83,KAPP-TV
WO-01480,Wenatchee Appliance,,2023-10-11,2023-11-09,2024-02-07,3984.1,KAPP-TV
WO-01481,Wenatchee Appliance,,2023-12-28,2024-01-01,2024-01-28,2425.18,KAPP-TV
WO-01482,Wenatchee Appliance,,2024-06-07,2024-06-10,2024-06-23,691.63,KAPP-TV
WO-01483,Wenatchee Appliance,,2024-10-10,2024-11-06,2024-12-03,4585.23,KAPP-TV
WO-01485,Tri-Cities Honda,Copacino Fujikado,2023-12-30,2024-01-01,2024-01-28,1822.88,KREM-TV
WO-01486,Tri-Cities Honda,Copacino Fujikado,2024-07-19,2024-08-16,2024-11-14,11836.21,KREM-TV
WO-01487,Blue Sky Landscaping,Inland Media Buyers,2023-12-21,2023-12-27,2024-02-20,1918.88,KREM-TV
WO-01488,Blue Sky Landscaping,Inland Media Buyers,2023-12-02,2024-01-01,2024-01-28,3703.86,KREM-TV
WO-01489,Blue Sky Landscaping,Inland Media Buyers,2024-07-20,2024-08-19,2024-10-13,8145.51,KREM-TV
WO-01491,River Park Square Mall,,2023-12-03,2024-01-01,2024-02-25,5466.48,KXLY-TV
WO-01492,River Park Square Mall,,2024-04-12,2024-04-29,2024-05-12,1473.78,KXLY-TV
WO-01493,River Park Square Mall,,2024-08-10,2024-08-12,2024-09-08,753.53,KXLY-TV
WO-01494,River Park Square Mall,,2024-11-19,2024-12-17,2025-03-17,13046.46,KXLY-TV
WO-01495,Palouse Country Realty,Copacino Fujikado,2023-10-31,2023-11-22,2024-02-20,2012.1,KXLY-TV
WO-01496,Palouse Country Realty,Copacino Fujikado,2024-01-13,2024-01-15,2024-02-11,2826.53,KREM-TV
WO-01497,Palouse Country Realty,Copacino Fujikado,2024-07-17,2024-08-10,2024-09-06,5100.63,KXLY-TV
WO-01498,Desert Sun Tanning,PB& Seattle,2023-12-12,2023-12-16,2024-02-09,7180.08,KIRO-TV
WO-01499,Desert Sun Tanning,PB& Seattle,2023-12-03,2024-01-01,2024-03-31,7392.39,KAPP-TV
WO-01500,Desert Sun Tanning,PB& Seattle,2024-08-14,2024-08-24,2024-11-22,25871.31,KIRO-TV
WO-01501,Walla Walla Steakhouse,Pacific Rim Media,2023-10-16,2023-11-11,2024-01-05,674.13,KHQ-TV
WO-01502,Walla Walla Steakhouse,Pacific Rim Media,2023-12-20,2024-01-01,2024-01-28,992.44,KAPP-TV
WO-01503,Walla Walla Steakhouse,Pacific Rim Media,2024-05-01,2024-05-19,2024-08-17,4595.61,KAPP-TV
WO-01504,Walla Walla Steakhouse,Pacific Rim Media,2024-09-23,2024-10-21,2025-01-19,14555.1,KAPP-TV
WO-01506,Cascade Bail Bonds,Inland Media Buyers,2023-12-08,2024-01-06,2024-01-19,450.75,KREM-TV
WO-01507,Cascade Bail Bonds,Inland Media Buyers,2024-03-29,2024-04-15,2024-04-21,409.81,KREM-TV
WO-01508,Cascade Bail Bonds,Inland Media Buyers,2024-08-26,2024-08-28,2024-09-03,108.26,KREM-TV
WO-01509,Cascade Bail Bonds,Inland Media Buyers,2024-11-28,2024-12-09,2024-12-22,543.22,KREM-TV
WO-01510,Kennewick Mattress Outlet,Cascade Media Partners,2023-11-30,2023-12-19,2024-02-12,1075.75,KAPP-TV
WO-01511,Kennewick Mattress Outlet,Cascade Media Partners,2023-12-29,2024-01-01,2024-03-31,7673.92,KREM-TV
WO-01512,Kennewick Mattress Outlet,Cascade Media Partners,2024-04-02,2024-04-21,2024-05-18,5378.75,KREM-TV
WO-01513,Kennewick Mattress Outlet,Cascade Media Partners,2024-07-17,2024-08-10,2024-11-08,7061.58,KREM-TV
WO-01514,Kennewick Mattress Outlet,Cascade Media Partners,2024-11-09,2024-11-28,2024-12-25,4790.91,KREM-TV
